Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
09-05-2018,20:48:59,8,43735,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,144.1,14.4,High,credit_card
20-09-2018,20:42:44,8,14760,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,58.6,5.9,High,credit_card
16-01-2018,14:56:50,10,44410,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,99.4,9.9,High,credit_card
08-03-2018,09:42:43,1,53552,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,30,3,Critical,credit_card
26-11-2018,16:53:30,1,39696,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,28.6,2.9,High,credit_card
27-08-2018,12:55:42,3,22235,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.3,120,12,Critical,debit_card
11-05-2018,13:10:51,7,42599,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,36,3.6,High,credit_card
22-06-2018,19:22:22,7,27079,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,Critical,credit_card
01-05-2018,08:12:37,1,57745,Male,Web,Guest,Auto & Accessories,Car Seat Covers,114,1,0.3,24.9,2.5,High,credit_card
19-02-2018,22:17:15,4,20917,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,104.8,10.5,Critical,credit_card
11-09-2018,22:32:31,2,54446,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,54.4,5.4,High,credit_card
20-03-2018,23:45:07,5,55746,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,124.7,12.5,Critical,credit_card
22-09-2018,23:23:18,10,58534,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,32.3,3.2,Critical,credit_card
03-11-2018,08:59:39,2,53957,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,19.1,1.9,Critical,credit_card
14-05-2018,08:35:33,8,53395,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.3,140,14,High,credit_card
22-04-2018,11:32:22,5,52267,Male,Web,Member,Auto & Accessories,Bike Tyres,72,,0.1,36,3.6,Critical,credit_card
30-12-2018,07:50:33,7,29085,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.2,10.8,1.1,High,credit_card
05-10-2018,09:10:34,8,56399,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,20.3,2,High,credit_card
14-10-2018,15:39:33,3,29872,Male,Web,Member,Fashion,Suits,109,5,0.5,23.6,2.4,High,e_wallet
25-06-2018,11:45:19,9,13517,Male,Web,Member,Fashion,Sports Wear,85,5,0.5,17,1.7,Critical,money_order
24-04-2018,14:18:04,2,50796,Male,Web,Member,Fashion,Casula Shoes,122,3,0.4,27.4,2.7,High,credit_card
18-08-2018,12:41:01,10,17741,Male,Web,Member,Fashion,Running Shoes,224,1,0.5,117.1,11.7,High,credit_card
14-11-2018,15:45:12,2,53526,Male,Web,Member,Fashion,Formal Shoes,213,3,0.5,113.8,11.4,High,money_order
17-08-2018,01:22:20,7,56048,Male,Web,Member,Fashion,Sneakers,62,2,0.4,31,3.1,High,money_order
09-12-2018,00:37:23,6,40660,Male,Web,Member,Fashion,Titak watch,228,1,0.5,145.7,14.6,High,money_order
29-06-2018,20:44:23,2,26633,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,77.4,7.7,Medium,money_order
22-04-2018,20:40:31,1,42479,Male,Web,Member,Fashion,T - Shirts,248,5,0.4,143.2,14.3,High,credit_card
09-10-2018,01:44:40,7,13850,Male,Web,Member,Fashion,Shirts,196,5,0.4,96.4,9.6,High,credit_card
23-11-2018,14:18:28,10,11018,Male,Web,Member,Fashion,Jeans,218,5,0.5,105.3,10.5,Critical,credit_card
16-07-2018,19:11:28,9,48394,Male,Web,Member,Fashion,Suits,109,2,0.4,20.3,2,High,credit_card
30-07-2018,12:48:54,8,34215,Male,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,Medium,credit_card
14-02-2018,20:27:07,9,50967,Male,Web,Member,Fashion,Casula Shoes,122,1,0.4,32.2,3.2,Critical,money_order
14-11-2018,07:44:12,4,31483,Male,Web,Member,Fashion,Running Shoes,224,3,0.5,137.3,13.7,High,money_order
16-02-2018,19:00:20,10,48567,Female,Web,Member,Fashion,Formal Shoes,213,1,0.5,122.4,12.2,Medium,credit_card
27-08-2018,12:30:35,9,19776,Male,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,Critical,credit_card
14-05-2018,17:21:38,4,34465,Male,Web,Member,Fashion,Titak watch,228,3,0.4,120.6,12.1,High,credit_card
27-05-2018,16:15:38,3,26208,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,71.1,7.1,Critical,credit_card
03-01-2018,21:28:22,3,36564,Male,Web,Member,Fashion,T - Shirts,248,1,0.4,158.1,15.8,Medium,credit_card
19-07-2018,09:22:39,1,56828,Male,Web,Member,Fashion,Shirts,196,1,0.5,114,11.4,Medium,money_order
06-03-2018,19:02:05,4,23793,Female,Web,Member,Fashion,Jeans,218,1,0.5,111.8,11.2,Critical,credit_card
19-01-2018,10:33:51,8,41427,Male,Web,Member,Fashion,Suits,109,3,0.5,12.7,1.3,Critical,credit_card
23-03-2018,13:44:46,1,10653,Male,Web,Member,Fashion,Sports Wear,85,3,0.5,28.3,2.8,High,credit_card
18-07-2018,19:01:54,8,32525,Male,Web,Member,Fashion,Casula Shoes,122,2,0.4,32.2,3.2,High,credit_card
13-10-2018,12:22:32,4,29968,Male,Web,Member,Fashion,Running Shoes,224,1,0.4,126.1,12.6,High,money_order
27-04-2018,14:53:37,1,21313,Female,Web,Member,Fashion,Formal Shoes,213,1,0.4,116,11.6,Critical,credit_card
23-09-2018,18:02:49,10,20682,Male,Web,Member,Fashion,Sneakers,62,1,0.4,62,6.2,Medium,credit_card
17-04-2018,19:53:32,1,16586,Male,Web,Member,Fashion,Titak watch,228,2,0.5,143.4,14.3,High,money_order
18-08-2018,14:40:00,7,45096,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,72.6,7.3,High,credit_card
08-06-2018,22:32:31,7,12713,Female,Web,Member,Fashion,T - Shirts,248,3,0.4,138.2,13.8,High,credit_card
11-11-2018,18:11:14,9,47056,Male,Web,Member,Fashion,Shirts,196,3,0.5,110.1,11,High,credit_card
14-02-2018,08:02:31,5,40084,Male,Web,Member,Fashion,Jeans,218,2,0.5,133.6,13.4,Critical,e_wallet
28-05-2018,19:17:48,3,38067,Female,Web,Member,Fashion,Suits,109,5,0.5,12.7,1.3,Medium,credit_card
29-12-2018,11:27:48,8,12872,Female,Web,Member,Fashion,Sports Wear,85,5,0.5,17,1.7,Medium,money_order
26-04-2018,16:41:58,7,12635,Female,Web,Member,Fashion,Casula Shoes,122,1,0.5,37.1,3.7,High,debit_card
06-09-2018,21:05:52,7,39749,Female,Web,Member,Fashion,Running Shoes,224,2,0.4,126.1,12.6,High,credit_card
01-11-2018,21:16:43,3,50072,Male,Web,Member,Fashion,Formal Shoes,213,1,0.4,124.5,12.4,Medium,credit_card
16-07-2018,18:21:13,2,25125,Male,Web,Member,Fashion,Sneakers,62,3,0.5,20.7,2.1,High,credit_card
17-07-2018,17:57:28,4,51305,Male,Web,Member,Fashion,Titak watch,228,3,0.4,134.3,13.4,High,credit_card
25-08-2018,20:41:55,10,52516,Male,Web,Member,Fashion,Fossil Watch,159,5,0.4,63.1,6.3,High,e_wallet
09-06-2018,21:25:42,6,37542,Male,Web,Guest,Fashion,T - Shirts,248,3,0.5,160.6,16.1,High,credit_card
24-08-2018,17:59:00,8,36368,Female,Web,Member,Fashion,Shirts,196,1,0.4,108.2,10.8,High,credit_card
13-04-2018,11:43:43,5,38594,Male,Web,Member,Fashion,Jeans,218,5,0.5,83.5,8.4,Medium,credit_card
01-01-2018,08:57:03,3,16003,Male,Web,Member,Fashion,Suits,109,1,0.4,24.6,2.5,Critical,credit_card
22-12-2018,17:23:21,7,13198,Male,Web,Member,Fashion,Sports Wear,85,1,0.4,21.3,2.1,Medium,credit_card
02-05-2018,07:08:01,10,11439,Male,Web,Member,Fashion,Casula Shoes,122,2,0.4,37.1,3.7,Medium,money_order
22-01-2018,13:39:48,5,58553,Female,Web,Member,Fashion,Running Shoes,224,1,0.5,137.3,13.7,Critical,money_order
16-05-2018,15:21:50,3,32198,Male,Web,Member,Fashion,Formal Shoes,213,1,0.4,98.9,9.9,Critical,e_wallet
20-11-2018,18:55:21,7,53284,Male,Web,Member,Fashion,Sneakers,62,1,0.4,62,6.2,High,credit_card
07-02-2018,21:52:13,10,49448,Male,Web,Member,Fashion,Titak watch,228,3,0.5,127.5,12.7,High,credit_card
23-03-2018,13:37:52,8,39542,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,75.8,7.6,Critical,money_order
22-03-2018,00:50:48,7,16358,Female,Web,Member,Fashion,T - Shirts,248,3,0.5,160.6,16.1,Medium,credit_card
03-04-2018,00:18:41,7,39024,Male,Web,Member,Fashion,Shirts,196,2,0.5,112.1,11.2,Critical,credit_card
07-05-2018,23:01:29,3,38109,Male,Web,Member,Fashion,Jeans,218,1,0.5,129.3,12.9,Medium,money_order
12-12-2018,10:59:12,10,54766,Male,Web,Member,Fashion,Suits,109,2,0.5,22.5,2.2,Critical,money_order
30-12-2018,09:47:28,5,32281,Male,Web,Member,Fashion,Sports Wear,85,1,0.4,21.3,2.1,High,credit_card
01-11-2018,00:29:18,3,45817,Male,Web,Member,Fashion,Casula Shoes,122,5,0.5,35.9,3.6,Medium,credit_card
22-02-2018,11:16:39,5,18204,Female,Web,Member,Fashion,Running Shoes,224,1,0.5,137.3,13.7,Critical,credit_card
26-06-2018,13:47:09,9,32474,Male,Web,Member,Fashion,Formal Shoes,213,1,0.5,122.4,12.2,Medium,credit_card
20-07-2018,17:46:35,7,57073,Male,Web,Member,Fashion,Sneakers,62,2,0.5,31,3.1,Medium,credit_card
23-04-2018,21:49:37,5,59970,Male,Web,Member,Fashion,Titak watch,228,3,0.5,113.8,11.4,Medium,credit_card
26-07-2018,17:49:11,2,39091,Male,Web,Member,Fashion,Fossil Watch,159,3,0.5,55.2,5.5,Medium,credit_card
19-12-2018,19:37:39,9,25256,Male,Web,Member,Fashion,T - Shirts,248,3,0.5,145.7,14.6,High,credit_card
03-03-2018,23:51:39,3,45858,Male,Web,Member,Fashion,Shirts,196,2,0.4,108.2,10.8,High,credit_card
01-07-2018,09:34:04,5,26742,Male,Web,Member,Fashion,Jeans,218,1,0.5,111.8,11.2,Medium,credit_card
25-09-2018,11:30:10,6,26286,Female,Web,Member,Fashion,Suits,109,5,0.5,1.8,0.2,High,credit_card
15-09-2018,22:48:48,4,16465,Female,Web,Member,Fashion,Sports Wear,85,1,0.5,21.3,2.1,Medium,money_order
20-11-2018,21:37:23,9,46821,Male,Web,Member,Fashion,Casula Shoes,122,1,0.5,17.6,1.8,Medium,money_order
30-05-2018,19:37:02,1,20172,Female,Web,Member,Fashion,Running Shoes,224,1,0.4,126.1,12.6,Medium,credit_card
05-02-2018,19:16:50,3,33872,Male,Web,Member,Fashion,Formal Shoes,213,3,0.4,107.4,10.7,Medium,credit_card
28-04-2018,12:34:35,5,45430,Male,Web,Member,Fashion,Sneakers,62,2,0.4,31,3.1,Medium,credit_card
10-11-2018,17:25:40,3,51351,Male,Web,Member,Fashion,Titak watch,228,1,0.4,143.4,14.3,High,credit_card
25-10-2018,13:54:11,3,50924,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,59.9,6,Medium,money_order
20-05-2018,14:26:45,2,53848,Male,Web,Member,Fashion,T - Shirts,248,1,0.5,158.1,15.8,Medium,credit_card
10-12-2018,09:52:21,9,50040,Male,Web,Member,Fashion,Shirts,196,5,0.5,67,6.7,High,credit_card
20-05-2018,17:07:44,4,50307,Male,Web,Member,Fashion,Jeans,218,3,0.5,118.4,11.8,Medium,credit_card
04-12-2018,19:53:56,2,54221,Male,Web,Member,Fashion,Suits,109,1,0.4,20.3,2,High,credit_card
27-12-2018,12:43:20,4,53722,Female,Web,Member,Fashion,Sports Wear,85,1,0.5,0.8,0.1,High,credit_card
22-10-2018,12:06:16,7,53575,Female,Web,Member,Fashion,Casula Shoes,122,1,0.5,35.9,3.6,Medium,credit_card
30-06-2018,09:49:33,8,31953,Male,Web,Member,Fashion,Running Shoes,224,1,0.4,135,13.5,High,credit_card
25-07-2018,20:51:07,6,59219,Male,Web,Member,Fashion,Formal Shoes,213,3,0.5,101.1,10.1,High,credit_card
03-08-2018,08:34:52,7,26133,Male,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,High,credit_card
16-05-2018,01:42:58,3,13024,Male,Web,Member,Fashion,Titak watch,228,1,0.5,120.6,12.1,Medium,credit_card
07-05-2018,14:21:03,1,43561,Male,Web,Member,Fashion,Fossil Watch,159,5,0.4,47.2,4.7,High,credit_card
06-05-2018,14:12:27,10,58438,Male,Web,Member,Fashion,T - Shirts,248,2,0.5,153.1,15.3,High,money_order
04-07-2018,19:19:21,5,19526,Male,Web,Member,Fashion,Shirts,196,3,0.5,86.6,8.7,Critical,money_order
17-11-2018,22:02:13,6,35822,Male,Web,Member,Fashion,Jeans,218,5,0.4,116.2,11.6,High,money_order
07-07-2018,08:46:56,1,25158,Male,Web,Member,Fashion,Suits,109,5,0.5,1.8,0.2,High,credit_card
06-04-2018,14:17:00,2,19500,Male,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,High,credit_card
15-06-2018,12:36:28,1,35288,Female,Web,Member,Fashion,Casula Shoes,122,2,0.5,29.8,3,High,credit_card
12-12-2018,11:55:42,6,37489,Male,Web,Member,Fashion,Running Shoes,224,2,0.5,121.6,12.2,High,credit_card
10-07-2018,16:31:45,8,44951,Male,Web,Member,Fashion,Formal Shoes,213,1,0.5,126.6,12.7,High,money_order
08-05-2018,20:28:49,8,20924,Male,Web,Member,Fashion,Sneakers,62,5,0.5,12.4,1.2,Medium,credit_card
06-07-2018,14:51:37,8,30645,Male,Web,Member,Fashion,Titak watch,228,2,0.5,134.3,13.4,Critical,credit_card
13-12-2018,21:15:56,7,46391,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,53.6,5.4,High,money_order
05-09-2018,17:27:01,1,43539,Female,Web,Member,Fashion,T - Shirts,248,3,0.4,153.1,15.3,High,e_wallet
12-11-2018,16:08:03,1,25050,Male,Web,Member,Fashion,Shirts,196,3,0.4,104.2,10.4,Medium,credit_card
18-08-2018,11:02:12,8,11571,Female,Web,Member,Fashion,Jeans,218,1,0.5,127.1,12.7,Critical,credit_card
05-08-2018,20:31:24,9,15920,Male,Web,Member,Fashion,Suits,109,5,0.5,1.8,0.2,High,credit_card
05-09-2018,22:29:43,3,10556,Male,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,Medium,credit_card
13-10-2018,19:00:01,2,26041,Female,Web,Member,Fashion,Casula Shoes,122,1,0.5,40.8,4.1,High,e_wallet
14-08-2018,15:39:32,10,13989,Male,Web,Member,Fashion,Running Shoes,224,3,0.4,130.6,13.1,Medium,credit_card
25-11-2018,11:00:52,10,22592,Male,Web,Member,Fashion,Formal Shoes,213,1,0.4,124.5,12.4,High,money_order
22-10-2018,12:48:41,7,48572,Male,Web,Guest,Fashion,Sneakers,62,1,0.5,62,6.2,Critical,credit_card
09-08-2018,21:38:41,9,19327,Male,Web,Member,Fashion,Titak watch,228,2,0.4,138.9,13.9,High,money_order
17-09-2018,16:00:20,7,36605,Male,Web,Member,Fashion,Fossil Watch,159,2,0.4,66.3,6.6,Medium,e_wallet
17-09-2018,12:31:49,10,30111,Male,Web,Member,Fashion,T - Shirts,248,3,0.5,130.8,13.1,High,credit_card
14-07-2018,08:46:50,10,25610,Female,Web,Member,Electronic,Samsung Mobile,220,2,0.1,135.6,13.6,Medium,credit_card
05-09-2018,14:39:08,5,46514,Female,Web,Member,Electronic,Watch,104,1,0.1,20.9,2.1,Critical,money_order
24-04-2018,02:14:00,7,16112,Female,Web,Member,Electronic,Fans,149,4,0.1,63,6.3,High,credit_card
01-07-2018,20:25:32,3,53818,Male,Web,Member,Electronic,Iron,222,4,0.1,115.4,11.5,High,credit_card
04-11-2018,16:19:07,8,57282,Female,Web,Member,Electronic,Tablet,199,3,0.2,89.2,8.9,High,credit_card
22-09-2018,18:41:27,1,31394,Male,Web,Member,Electronic,Mouse,111,2,0.1,28.8,2.9,Medium,credit_card
05-07-2018,16:10:12,8,51519,Female,Web,Member,Electronic,Keyboard,33,4,0.1,8.3,0.8,High,credit_card
10-05-2018,00:20:09,8,26816,Male,Web,Member,Electronic,Apple Laptop,250,3,0.2,132.5,13.3,Medium,credit_card
